cumulative_reward,cumulative_cost,reward_mean,reward_var,cost_mean,cost_var,terminal,timeout,trajectory_length,obs_mean_0,obs_mean_1,obs_mean_2,obs_mean_3,obs_mean_4,obs_mean_5,obs_mean_6,obs_mean_7,obs_mean_8,obs_mean_9,obs_mean_10,obs_mean_11,obs_mean_12,obs_mean_13,obs_mean_14,obs_mean_15,obs_mean_16,obs_mean_17,obs_mean_18,obs_mean_19,obs_mean_20,obs_mean_21,obs_mean_22,obs_mean_23,obs_mean_24,obs_mean_25,obs_mean_26,obs_mean_27,obs_mean_28,obs_mean_29,obs_mean_30,obs_mean_31,obs_mean_32,obs_mean_33,obs_mean_34,obs_mean_35,obs_mean_36,obs_mean_37,obs_mean_38,obs_mean_39,obs_mean_40,obs_mean_41,obs_mean_42,obs_mean_43,obs_mean_44,obs_mean_45,obs_mean_46,obs_mean_47,obs_mean_48,obs_mean_49,obs_mean_50,obs_mean_51,obs_mean_52,obs_mean_53,obs_mean_54,obs_mean_55,obs_mean_56,obs_mean_57,obs_mean_58,obs_mean_59,obs_var_0,obs_var_1,obs_var_2,obs_var_3,obs_var_4,obs_var_5,obs_var_6,obs_var_7,obs_var_8,obs_var_9,obs_var_10,obs_var_11,obs_var_12,obs_var_13,obs_var_14,obs_var_15,obs_var_16,obs_var_17,obs_var_18,obs_var_19,obs_var_20,obs_var_21,obs_var_22,obs_var_23,obs_var_24,obs_var_25,obs_var_26,obs_var_27,obs_var_28,obs_var_29,obs_var_30,obs_var_31,obs_var_32,obs_var_33,obs_var_34,obs_var_35,obs_var_36,obs_var_37,obs_var_38,obs_var_39,obs_var_40,obs_var_41,obs_var_42,obs_var_43,obs_var_44,obs_var_45,obs_var_46,obs_var_47,obs_var_48,obs_var_49,obs_var_50,obs_var_51,obs_var_52,obs_var_53,obs_var_54,obs_var_55,obs_var_56,obs_var_57,obs_var_58,obs_var_59,act_mean_0,act_mean_1,act_var_0,act_var_1,Cluster
15.2029705,95.0,0.01520297,0.0063655186,0.095,0.08597499,False,True,1000,0.464064687,0.198915675,9.80997181,0.692538977,-0.25670284,0.0,0.0,0.0,1.33923268,-0.0173563492,-0.0215943269,0.0,0.26818487,0.104785226,0.0377539955,0.0380527265,0.0382770076,0.0361810476,0.0308076348,0.0200800989,0.011390713,0.00643144129,0.00274687633,0.00110686314,0.000620045932,9.76625015e-05,0.00681777811,0.189863786,0.286503106,0.370093971,0.416310638,0.417144179,0.385379195,0.340767324,0.282396019,0.244314656,0.197702989,0.179181024,0.168519154,0.152703404,0.168825611,0.199201703,0.228600994,0.229167566,0.0422977135,0.0697744414,0.112999916,0.100344449,0.0595332049,0.0525918901,0.0799344257,0.0881577656,0.0638552681,0.0444727018,0.0317147002,0.0271067508,0.0395817906,0.0525316186,0.0700191259,0.0649565309,4.0693593,53.574089,8.1854523e-10,0.2944251,0.050190039,0.0,0.0,0.0,2.7343287,0.15576541,0.093467005,0.0,0.092312984,0.021780148,0.0099600414,0.010573928,0.01135376,0.011389411,0.010553169,0.0059961895,0.0027054781,0.0017375553,0.00042533546,6.1908664e-05,2.3186767e-05,9.8275393e-07,0.0012441952,0.056037854,0.083239004,0.091688626,0.090563193,0.092927709,0.089018017,0.092901394,0.094495542,0.092391901,0.083281338,0.088298865,0.087301284,0.079343304,0.08808706,0.099114597,0.1042812,0.088150546,0.014411347,0.018256128,0.039554238,0.035755947,0.023870662,0.024907121,0.035686113,0.037875447,0.029973898,0.024613827,0.018448858,0.015813965,0.022093941,0.027260806,0.031119512,0.025510373,0.4318539,0.4573725,0.25110304,0.3058854,2
14.756518,100.0,0.014756518,0.0062088226,0.1,0.08999998,False,True,1000,0.5153925,0.54154044,9.809972,0.6122055,-0.27980596,0.0,0.0,0.0,1.4917998,0.01995342,0.05213565,0.0,0.3074436,0.17955378,0.0703212,0.06349622,0.05649153,0.05186404,0.04432032,0.03474793,0.02504899,0.02039626,0.01824564,0.01588953,0.01522525,0.01751043,0.02265111,0.17628948,0.35580546,0.42362323,0.41951656,0.40838417,0.40487114,0.39080852,0.35911345,0.3373785,0.28132868,0.21389402,0.20038211,0.20043904,0.2089165,0.24684764,0.29214206,0.3007632,0.07472468,0.05950147,0.08633336,0.10136686,0.09383332,0.07083933,0.05976777,0.05689633,0.05309068,0.05204342,0.04596969,0.04055064,0.03712971,0.04051947,0.06045108,0.08958289,4.09840488,54.270134,8.18545232e-10,0.269362807,0.0769894347,0.0,0.0,0.0,2.53298664,0.151720062,0.0951636434,0.0,0.11212375,0.0504738092,0.0263637006,0.0240440443,0.0207679905,0.0196318701,0.0177385174,0.0153069142,0.0120585756,0.00962486956,0.00841148663,0.00687546423,0.00714966049,0.00775490049,0.00801659096,0.0494340174,0.109538458,0.0951347798,0.0810674205,0.0870592967,0.106635697,0.106760874,0.0898004174,0.102329575,0.097919859,0.0900181979,0.0863733068,0.0853090957,0.0872097835,0.0951196924,0.101188548,0.100098774,0.0225726329,0.0199855044,0.0321010835,0.0474897623,0.0423141234,0.0266311523,0.0227385312,0.0222389903,0.0250190869,0.0275779199,0.0262271687,0.0228365101,0.0199188963,0.0207036063,0.0242545623,0.0339707248,0.42148983,0.5063814,0.27172083,0.2805929,2
15.380029,74.0,0.015380029,0.009299686,0.074,0.06852401,False,True,1000,0.37287191,0.078175746,9.8099718,0.5187633,-0.19769332,0.0,0.0,0.0,1.5413762,0.014666986,0.019644212,0.0,0.30758163,0.21465994,0.080784805,0.074119568,0.074699759,0.07464052,0.069134384,0.059042115,0.048251167,0.038875122,0.031813025,0.027899811,0.030621083,0.019627566,0.0029959914,0.13701709,0.39673653,0.38602769,0.39724854,0.3679989,0.32048449,0.35655013,0.32290822,0.31799757,0.32176775,0.31970641,0.32317236,0.32434341,0.32934073,0.3413443,0.32458013,0.30977383,0.049912721,0.079484805,0.094512254,0.079339094,0.081414416,0.086432993,0.083351888,0.067792423,0.060832694,0.06639611,0.071491614,0.074030824,0.070705995,0.072051406,0.069057785,0.055751678,4.8990026,53.926331,8.1854523e-10,0.33511311,0.051298283,0.0,0.0,0.0,2.4219916,0.13354884,0.11585018,0.0,0.12222631,0.06369786,0.034706105,0.031943697,0.033421673,0.033448998,0.031861693,0.028118463,0.023413647,0.018283237,0.015838772,0.014837183,0.017125696,0.011525165,0.00045512425,0.039695948,0.05763999,0.056315869,0.072294176,0.063562281,0.077364631,0.081854515,0.077239528,0.077670053,0.076224595,0.089275189,0.087993063,0.086955167,0.081714429,0.078771472,0.078163423,0.068798058,0.018487168,0.037306305,0.047985066,0.034508862,0.043928422,0.038970832,0.037191957,0.029203862,0.029416602,0.032547701,0.036595318,0.037700515,0.035357166,0.033311989,0.027539074,0.019946922,0.3460853,0.5303711,0.2829408,0.26002702,4
14.933934,87.0,0.014933934,0.0071568494,0.087,0.079431,False,True,1000,0.6752218,0.54663688,9.8099718,0.65385163,-0.37350348,0.0,0.0,0.0,1.6080859,0.0019517486,0.00896913,0.0,0.31405541,0.25106451,0.085527718,0.069044501,0.058362734,0.05141874,0.04619294,0.043427445,0.040006202,0.03045621,0.021263363,0.012947034,0.0043890043,0.00027139095,0.00372286,0.11489029,0.3940028,0.42061862,0.47182876,0.46450058,0.42601687,0.42887673,0.39546865,0.30318066,0.27033314,0.26891831,0.2731128,0.28133687,0.30217126,0.36238801,0.39916566,0.4245576,0.082006454,0.099329241,0.10158188,0.1089842,0.088689238,0.072871462,0.066454768,0.052976765,0.058519583,0.062452585,0.058527999,0.054915968,0.053560741,0.070730731,0.082126364,0.069206014,3.60095072,49.8070831,8.18545232e-10,0.256670535,0.0628685355,0.0,0.0,0.0,2.40825129,0.109141238,0.140774652,0.0,0.106517546,0.0827764422,0.0298641529,0.0261566844,0.0231462587,0.0220432822,0.019744182,0.0195830688,0.0179604627,0.0132797435,0.00949888863,0.00597104151,0.00166634785,2.2471253e-05,0.000636433077,0.0339235626,0.071723707,0.0668913648,0.0600252338,0.0674915463,0.0817894489,0.085313037,0.0923305303,0.0916087776,0.0970551744,0.097374782,0.0985241905,0.09890683,0.0975411907,0.102584191,0.0947026387,0.0832026079,0.0321811996,0.0379369669,0.0353907458,0.0465079993,0.0402510874,0.0333803855,0.0306520443,0.0271979645,0.031696327,0.0358164571,0.0346280262,0.0323384739,0.0309855249,0.0358365923,0.041180741,0.0274152383,0.44454232,0.55137765,0.24970694,0.26389477,2
16.469975,99.0,0.016469974,0.00830027,0.099,0.08919901,False,True,1000,0.574774683,0.386167884,9.80997181,0.715215862,-0.353812754,0.0,0.0,0.0,1.41197526,-0.0500117689,0.00693427585,0.0,0.341859728,0.203653321,0.0780175254,0.0607566535,0.0553747192,0.0556438193,0.0493729003,0.0417110138,0.026541803,0.0145714674,0.0112389782,0.010686215,0.0111544365,0.00709110126,0.0138842193,0.193330526,0.34180823,0.39174509,0.455395401,0.495577574,0.451672882,0.456442237,0.44572112,0.359578729,0.284928471,0.24435401,0.247432932,0.2492567,0.273309737,0.320950419,0.375097334,0.393640906,0.125310287,0.141435176,0.110803612,0.078526035,0.066437386,0.0953125283,0.0981180817,0.0667266622,0.0671235844,0.0503682904,0.0324853435,0.0332164131,0.0368904471,0.0421416089,0.0594043806,0.0888462588,3.5788939,56.1288834,8.18545232e-10,0.220144987,0.0780398324,0.0,0.0,0.0,2.66247416,0.110508516,0.136942327,0.0,0.107589558,0.0518429205,0.0269817635,0.0214417242,0.0211727805,0.0240516793,0.0225438755,0.0209495239,0.0134294825,0.00887182169,0.00681426888,0.00677091395,0.0066733649,0.00419923104,0.00321302004,0.0502013527,0.0747642294,0.0598624051,0.0510851219,0.0309255812,0.049190212,0.0577877238,0.084290199,0.10038951,0.0974452123,0.0948941037,0.101321481,0.0992662609,0.103618607,0.107844725,0.0945335776,0.0894634724,0.0518125109,0.0502148308,0.0353697352,0.0285765957,0.0246666316,0.0449450687,0.0440731421,0.0271310676,0.0373291522,0.0295674186,0.0203043576,0.0219882596,0.0236767158,0.0258186795,0.0333760045,0.0483178794,0.4492719,0.48660666,0.2590436,0.29336902,2
13.6504345,79.0,0.013650434,0.0071796044,0.079,0.072759,False,True,1000,0.846074402,0.328054845,9.80997181,0.556740642,-0.391890496,0.0,0.0,0.0,1.89672518,-0.0336542428,-0.0345227793,0.0,0.329289466,0.389857888,0.195339024,0.072425589,0.0494235754,0.0366316028,0.034242861,0.0308677256,0.0255381931,0.0251419544,0.0228289496,0.0159697607,0.0144507196,0.0094259195,0.000872237782,0.0916649029,0.437721342,0.421153665,0.446351945,0.462252021,0.477078199,0.495492578,0.431093186,0.359979302,0.329255551,0.316365421,0.310539484,0.316367626,0.34814319,0.40005663,0.42173478,0.41305095,0.0543827377,0.0617353842,0.0938429683,0.106578596,0.0836432278,0.0676937997,0.0692764968,0.0638743937,0.048263818,0.0420250259,0.04239453,0.0440789238,0.0500284135,0.0600945018,0.0688475072,0.0645991191,3.53045797,39.7587357,8.18545232e-10,0.25539577,0.0966536179,0.0,0.0,0.0,1.97266138,0.119862057,0.127813578,0.0,0.10977798,0.114623137,0.0775608048,0.0323679969,0.0211874507,0.0153257735,0.0155525748,0.0140236299,0.0119266696,0.011500245,0.0111576598,0.00737493671,0.00766613986,0.00451410282,0.0001891547,0.0227234326,0.0523834527,0.0412987955,0.0375771411,0.0421263091,0.051135648,0.067764163,0.0846052021,0.0913208053,0.0972096696,0.0974749699,0.100024216,0.0986405164,0.0976477489,0.0873853415,0.0778966844,0.0570335202,0.0180804785,0.0185236242,0.0277934819,0.0337542668,0.0294894595,0.0250199568,0.0309478957,0.0326694101,0.0243082866,0.0223903954,0.0220715106,0.0230105016,0.0249184296,0.0283667333,0.0283010304,0.0242245551,0.44691375,0.64666635,0.23756114,0.20935844,4
8.905616,69.0,0.008905616,0.00508254,0.069,0.06423899,False,True,1000,1.279893,0.79512721,9.8099718,0.59224886,-0.59805834,0.0,0.0,0.0,2.1717277,0.014108608,0.017457573,0.0,0.31793088,0.63759762,0.41180187,0.052062768,0.013840986,0.010127633,0.0085193161,0.0072613275,0.0088752937,0.014822476,0.017781027,0.015771544,0.012147215,0.0064892974,0.0017678307,0.048531704,0.44987249,0.44325981,0.43435881,0.45589519,0.46348062,0.4498502,0.42681545,0.40702966,0.37629199,0.35488287,0.35105395,0.37026757,0.40308762,0.44444996,0.46270508,0.45558107,0.091113679,0.091259666,0.091085829,0.096860655,0.090946183,0.082748622,0.075940527,0.064323127,0.059977122,0.059153661,0.056661002,0.057959963,0.064695656,0.069271065,0.078428254,0.087271489,2.02686477,31.4277172,8.18545232e-10,0.10196656,0.0822603181,0.0,0.0,0.0,1.14446092,0.127632678,0.121863656,0.0,0.0969902426,0.0937189087,0.113215163,0.0209253784,0.00603024336,0.00459205313,0.00344117382,0.00275264331,0.00329848193,0.00730932271,0.00848513562,0.00732729211,0.00516257854,0.00223694276,0.000415848801,0.0142808659,0.0368936658,0.0334028937,0.0309225451,0.0367706716,0.0484836549,0.0629066154,0.0780102313,0.085200198,0.0905439779,0.0940919146,0.0939415246,0.0924444646,0.0865883678,0.0764071271,0.0590925366,0.048154749,0.0332816057,0.0313055031,0.032105349,0.0379282236,0.0387961045,0.0384970047,0.0383904465,0.0337759256,0.0334615298,0.0341401435,0.0319675244,0.0330350697,0.0376761444,0.037453793,0.0374982096,0.0372121632,0.5754535,0.741368,0.16714591,0.11654126,2
17.061466,71.0,0.017061466,0.008195248,0.071,0.065959,False,True,1000,0.641698062,0.0465207659,9.80997181,0.641097724,-0.333407879,0.0,0.0,0.0,1.5416739,0.00897739269,-0.0165307801,0.0,0.34952569,0.2367917,0.0827050433,0.0552341007,0.0447441451,0.0329197347,0.0270912983,0.0243588351,0.0229236651,0.0192821007,0.0146900183,0.0146748852,0.0165397786,0.0100223701,0.00510970876,0.17004557,0.366525292,0.404973626,0.418099672,0.456334263,0.442400426,0.407567829,0.378928274,0.350539118,0.343473643,0.340321779,0.342806935,0.342692971,0.344586581,0.363747478,0.393263459,0.378993571,0.0584561191,0.114069365,0.140821591,0.10749913,0.073118642,0.0461051539,0.0471608415,0.0536765493,0.0771306232,0.0758602768,0.0514463559,0.048311241,0.0539232567,0.0686697662,0.0702706724,0.0581366643,3.64041924,47.7180519,8.18545232e-10,0.290770739,0.0895567089,0.0,0.0,0.0,2.52132177,0.126200482,0.123445734,0.0,0.116589271,0.0748263896,0.0325949863,0.0247448962,0.0202613566,0.0142147178,0.0105886329,0.00953738764,0.00934036169,0.00778546743,0.00500626769,0.00460842624,0.00570788095,0.00324592576,0.000595579389,0.051271148,0.0772281289,0.0716466382,0.068891719,0.0718854219,0.0758664459,0.0883677527,0.0984977782,0.0919935331,0.0977998376,0.0987620205,0.100772098,0.100653999,0.102425359,0.101611458,0.0987398624,0.0854789466,0.0235420614,0.0468333997,0.0572431609,0.0466421694,0.0309749544,0.0190994125,0.0215479694,0.0224653371,0.0352996327,0.0405821577,0.0266861301,0.0253124498,0.0279908087,0.0334190503,0.0316267908,0.0273332391,0.43901646,0.5343195,0.25909257,0.27072093,2
18.036182,91.0,0.018036183,0.008265528,0.091,0.08271899,False,True,1000,0.4133985,0.65331239,9.8099718,0.59212685,-0.2325137,0.0,0.0,0.0,1.530893,-0.051788785,-0.028454008,0.0,0.32028615,0.19750595,0.06747444,0.05900206,0.053704418,0.050569624,0.045369145,0.037550882,0.027869273,0.018260948,0.015716447,0.01878603,0.019259058,0.010378326,0.0078238808,0.16544895,0.28954855,0.40950221,0.44197136,0.44002476,0.43531689,0.33890095,0.28519776,0.2562221,0.23456149,0.23136467,0.2485408,0.24514,0.25158173,0.28044522,0.30190173,0.27805766,0.069003552,0.099823967,0.084229693,0.071844928,0.10481634,0.10950895,0.074117415,0.053812243,0.04994221,0.043837376,0.037082538,0.029043943,0.030296089,0.039685629,0.053445697,0.055376481,4.14284468,56.6649132,8.18545232e-10,0.422370225,0.0749873519,0.0,0.0,0.0,2.52486157,0.116340168,0.130168006,0.0,0.107636556,0.050970532,0.0258065239,0.0225309487,0.0202495698,0.0196315777,0.0172844008,0.0154213142,0.0127873207,0.00877548847,0.00725100609,0.00987173337,0.01090982,0.00617471617,0.0017125177,0.0428659804,0.083110556,0.0971889347,0.0896269828,0.0987648144,0.104649864,0.100250706,0.111380607,0.10410618,0.0962364674,0.098329857,0.109841168,0.106191777,0.100498803,0.104747668,0.0977346301,0.0955335498,0.0201460104,0.0362564102,0.0310482252,0.0305996835,0.0427120961,0.0452916138,0.029748993,0.0278379489,0.0236211419,0.0192444976,0.0161496345,0.0138556398,0.0143792368,0.0190671775,0.028115673,0.0219356082,0.3992343,0.5180576,0.32266933,0.27540883,2
16.187708,65.0,0.016187709,0.00926689,0.065,0.06077499,False,True,1000,0.69045126,0.41788557,9.809972,0.51413804,-0.2228091,0.0,0.0,0.0,1.6760067,0.01533761,0.03716164,0.0,0.3388559,0.35653853,0.18916573,0.03887193,0.03279493,0.03319612,0.03783126,0.03960055,0.03863753,0.03135804,0.02053782,0.01513894,0.02442058,0.03035376,0.02682566,0.16401155,0.35076734,0.37092614,0.393339,0.37954843,0.38190803,0.38445237,0.37653297,0.37895474,0.38265696,0.33548665,0.37461466,0.4141714,0.37081432,0.36324292,0.37481883,0.3650052,0.05628607,0.07884834,0.10793526,0.10657622,0.08613264,0.06629661,0.06252208,0.08059277,0.08828694,0.07152359,0.05798161,0.0569194,0.0638819,0.0606645,0.05134847,0.05295346,3.97874522,38.0972519,8.18545232e-10,0.31575188,0.182860106,0.0,0.0,0.0,2.94149852,0.133422062,0.114961654,0.0,0.106000133,0.143677339,0.0776996985,0.0150274914,0.0130576668,0.014655238,0.0180190224,0.0185424574,0.0180169083,0.0151532115,0.0100859422,0.00773086585,0.0130032152,0.0217492096,0.00814490207,0.0714830458,0.0554820932,0.0542406663,0.0547187999,0.059517011,0.0687616915,0.075246349,0.0746609271,0.0743854716,0.0817770436,0.0821492895,0.087363787,0.0853494108,0.07595893,0.0750090033,0.0699306279,0.0655034035,0.0197102968,0.0284722503,0.0433290601,0.0437436774,0.0365608037,0.0280675702,0.0285044778,0.0350874402,0.0432249121,0.0294365454,0.0257466119,0.027542131,0.0293236375,0.0270750523,0.0209344849,0.0211067554,0.3844057,0.5656083,0.32627904,0.32621685,4
16.589407,76.0,0.016589407,0.00731178,0.076,0.07022402,False,True,1000,0.239386782,0.386177063,9.80997181,0.461828411,-0.11648424,0.0,0.0,0.0,1.72899246,0.0491536558,-0.0102636265,0.0,0.252749562,0.119405985,0.0484073572,0.045002263,0.0441044532,0.0451423526,0.0416663401,0.0365319103,0.0334921405,0.0233460329,0.00929748174,0.00323355198,0.00297094509,0.00239128689,0.0104735792,0.168108508,0.416724175,0.43659538,0.452221841,0.452789187,0.486990601,0.463440806,0.450178981,0.377999961,0.354253113,0.351591259,0.326589733,0.322090924,0.322890311,0.350829393,0.353542089,0.350064516,0.0625735298,0.07593216,0.070062615,0.0758868381,0.0891801864,0.070624806,0.0655115694,0.110565163,0.0971704945,0.0510262288,0.047703594,0.0473605432,0.051519312,0.0579941198,0.0558056124,0.0501369759,4.8110256,44.650986,8.1854523e-10,0.44010884,0.076548643,0.0,0.0,0.0,2.2427363,0.13419387,0.11328469,0.0,0.10342205,0.031399179,0.018874235,0.016791634,0.016227424,0.016413169,0.014487415,0.012382315,0.012042799,0.0087113762,0.0021259529,0.00039596891,0.00034943109,0.00021940989,0.0014139003,0.052900705,0.090619393,0.087007865,0.072722808,0.072036929,0.066477373,0.067366175,0.080090016,0.087004751,0.088310555,0.090774633,0.090644985,0.090785839,0.090688132,0.090987958,0.086719722,0.090794109,0.027000794,0.033608545,0.029510323,0.033166237,0.037867188,0.028018633,0.026547443,0.051193379,0.044652354,0.028017744,0.027490089,0.025257492,0.026367191,0.029275499,0.027463255,0.024384318,0.2784215,0.578325,0.35443482,0.25116044,2
26.122,43.0,0.026122,0.0111660315,0.043,0.04115101,False,True,1000,0.59540373,0.34571564,9.8099718,0.84684491,-0.34017566,0.0,0.0,0.0,1.2893975,0.023824934,-0.0031837132,0.0,0.43210924,0.16498528,0.066361867,0.046243686,0.027114673,0.013611042,0.0081292875,0.0064458316,0.0061662351,0.0056703021,0.0052493648,0.0050832764,0.0037331048,0.0012232398,0.046596944,0.35219774,0.30337739,0.44393462,0.47397092,0.4161025,0.36199862,0.34206164,0.32718843,0.32786232,0.27666473,0.22947735,0.22155711,0.2128976,0.20866986,0.24756475,0.30589283,0.29283881,0.077381589,0.063900046,0.067179546,0.080632851,0.13571957,0.13319863,0.058476225,0.034415353,0.041447759,0.051740456,0.056786973,0.050824571,0.047188535,0.061451316,0.078731507,0.086748466,2.72805,47.428135,8.1854523e-10,0.2352943,0.097484119,0.0,0.0,0.0,3.3555751,0.12868139,0.12074076,0.0,0.094872802,0.043537159,0.026462125,0.020337496,0.010350173,0.0048403493,0.0028169469,0.0022802365,0.0020360707,0.0017250854,0.001559992,0.0014731261,0.0011665898,0.00027115835,0.011513233,0.079464011,0.072664976,0.062516361,0.056941476,0.072010338,0.07092572,0.086772427,0.091977112,0.092565931,0.1007152,0.097810552,0.10021421,0.098584883,0.098656327,0.10433536,0.097433075,0.079575911,0.025767153,0.018530574,0.019189127,0.023651207,0.047242224,0.059090208,0.024310531,0.018848732,0.02217456,0.029477634,0.034327421,0.030822214,0.028496638,0.036073416,0.043998875,0.041470751,0.62722826,0.430871,0.25283992,0.3696,2
26.680355,99.0,0.026680356,0.011142411,0.099,0.08919899,False,True,1000,0.33115417,0.32237461,9.8099718,0.74916434,-0.14361072,0.0,0.0,0.0,1.278602,0.0051186294,-0.027719064,0.0,0.34046975,0.13679986,0.053898953,0.037133813,0.030005774,0.030215453,0.030256558,0.029753707,0.024049591,0.016615279,0.012981957,0.012234842,0.013669262,0.012944496,0.059449974,0.28908417,0.29353374,0.43825227,0.47983694,0.43544623,0.35723794,0.33080727,0.31629005,0.29758686,0.26520789,0.24489833,0.27161404,0.25850776,0.25500798,0.27149552,0.27023917,0.25450855,0.09206859,0.030729119,0.013093654,0.027679345,0.069359839,0.091657385,0.059191998,0.044340517,0.05150868,0.047273345,0.044707935,0.042831719,0.044450585,0.041988079,0.053179529,0.10106138,2.92243171,43.3041725,8.18545232e-10,0.434568077,0.168003887,0.0,0.0,0.0,3.6084373,0.136386439,0.112818889,0.0,0.098695077,0.0467137247,0.0269102529,0.0171391778,0.0135644814,0.0134450775,0.0133585948,0.012695916,0.010643906,0.00646233093,0.00485054404,0.00437673507,0.00507133733,0.00486841286,0.0145728039,0.079933472,0.0819388181,0.0858392492,0.069948025,0.0826376975,0.0881369933,0.0950564146,0.104899846,0.107205458,0.0936607793,0.0916169882,0.103503376,0.102359824,0.100891329,0.101646252,0.0939359665,0.0887564272,0.045314759,0.00957766268,0.00439881673,0.00708591565,0.0265672486,0.0397126116,0.0247754995,0.0210798606,0.0268906243,0.0205752812,0.0193288159,0.0226324629,0.0268109981,0.0220453758,0.0216177013,0.0420431793,0.4852953,0.42841962,0.4075507,0.39826062,2
28.017311,57.0,0.02801731,0.015181623,0.057,0.053751007,False,True,1000,0.604312301,0.0530880913,9.80997181,0.732862651,-0.127169281,0.0,0.0,0.0,0.987414539,-0.0257703457,0.00482911384,0.0,0.428163052,0.130431607,0.0561450198,0.0427507944,0.0274804197,0.0243420787,0.0275209602,0.0251719765,0.0190490242,0.0129058044,0.00938270614,0.00724892505,0.00295953429,0.00293199625,0.0841674134,0.409085035,0.276352495,0.336882561,0.330248892,0.301086724,0.283037573,0.333964646,0.342645854,0.270361722,0.205422908,0.187584013,0.202936217,0.223066911,0.254310071,0.287496775,0.289503187,0.252435297,0.0623848997,0.0625718608,0.079271771,0.101966545,0.0698136613,0.0333687589,0.0276978556,0.0328377038,0.0532877408,0.0777496845,0.0815637633,0.0607976504,0.0451729372,0.0511038415,0.0500769839,0.0488735586,3.19430923,45.5682869,8.18545232e-10,0.315402538,0.196335733,0.0,0.0,0.0,4.24615145,0.111499935,0.137812644,0.0,0.115005299,0.0318769291,0.0227215774,0.0189497266,0.0105666686,0.0108303167,0.0132874381,0.012729791,0.0101251341,0.00731644128,0.00561972149,0.00458252663,0.00166263129,0.000363603234,0.0493730083,0.100476295,0.0745149776,0.0813741088,0.0993564352,0.0827049017,0.0849801302,0.0909141451,0.0960721448,0.0818296745,0.0709987208,0.0677980855,0.0768910274,0.0811730847,0.0825668126,0.0794290751,0.0864619911,0.0735948533,0.0198705383,0.0190797951,0.0254331324,0.0332388915,0.0222217012,0.0116828959,0.0107237529,0.0120372521,0.0212254003,0.0297631789,0.0339212492,0.0237953234,0.0192778409,0.0204425212,0.0184270591,0.0158178341,0.56340104,0.3346799,0.36206475,0.46888056,2
25.621647,89.0,0.025621647,0.011185898,0.089,0.08107899,False,True,1000,0.37476772,0.387933,9.809972,0.6824337,-0.14401725,0.0,0.0,0.0,1.2465969,0.0297613,0.05319385,0.0,0.3717273,0.10800702,0.06078235,0.05134659,0.03507226,0.0285389,0.02691181,0.02402054,0.02768146,0.03302431,0.02849636,0.02035729,0.01278327,0.01024244,0.02977552,0.31769353,0.41359448,0.5046054,0.54228425,0.5008515,0.5001456,0.46178183,0.3685877,0.29724962,0.29362538,0.28123012,0.24109526,0.2294062,0.25210136,0.32855374,0.40181473,0.41407523,0.09172785,0.15934731,0.19597244,0.17584905,0.11475371,0.09157161,0.0808431,0.04600267,0.02412439,0.02663663,0.02753191,0.02466065,0.03011876,0.05024756,0.07053293,0.06128968,3.56050706,47.5405884,8.18545232e-10,0.422484547,0.115876369,0.0,0.0,0.0,3.43724132,0.141089424,0.105195209,0.0,0.0948238298,0.0271653831,0.026317481,0.0240757149,0.016172532,0.0146024171,0.0140525457,0.0123424577,0.015506099,0.0203894544,0.0162627324,0.0114815813,0.00715441303,0.00623768894,0.00564184738,0.0786883608,0.0701990351,0.056227494,0.0506084114,0.0654537231,0.0711131915,0.086560443,0.100706048,0.106128864,0.10471645,0.106981203,0.099379167,0.0968401507,0.0984409451,0.106252059,0.108163618,0.0983085111,0.0328241698,0.0639967546,0.0823039934,0.0720516965,0.0483917482,0.0396070592,0.043653015,0.019814942,0.0141401272,0.0152657712,0.0165055655,0.0144701833,0.0177298449,0.0265841279,0.0377290696,0.0238265358,0.47604325,0.41346398,0.4172458,0.3816532,2
